timestamp,symbol,price,volume,support,resistance,setup,entry,target,grade,score,trade_status
2026-08-26 19:36:04,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 19:36:04,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 19:36:04,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 19:36:04,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 19:36:04,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 19:36:04,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 19:36:04,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 20:52:48,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 20:52:48,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 20:52:48,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 20:52:48,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 20:52:48,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 20:52:48,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 20:52:48,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 20:52:48,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 20:52:48,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 20:52:48,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 20:56:40,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 20:56:40,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 20:56:40,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 20:56:40,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 20:56:40,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 20:56:40,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 20:56:40,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 20:56:40,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 20:56:40,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 20:56:40,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 21:03:13,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 21:03:13,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 21:03:13,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 21:03:13,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 21:03:13,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 21:03:13,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 21:03:13,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 21:03:13,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 21:03:13,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 21:03:13,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 21:24:47,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 21:24:47,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 21:24:47,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 21:24:47,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 21:24:47,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 21:24:47,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 21:24:47,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 21:24:47,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 21:24:47,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 21:24:47,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 21:27:15,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 21:27:15,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 21:27:15,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 21:27:15,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 21:27:15,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 21:27:15,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 21:27:15,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 21:27:15,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 21:27:15,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 21:27:15,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 21:55:01,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 21:55:01,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 21:55:01,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 21:55:01,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 21:55:01,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 21:55:01,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 21:55:01,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 21:55:01,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 21:55:01,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 21:55:01,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 22:04:19,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 22:04:19,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 22:04:19,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 22:04:19,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 22:04:19,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 22:04:19,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 22:04:19,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 22:04:19,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 22:04:19,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 22:04:19,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 22:08:31,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 22:08:31,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 22:08:31,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 22:08:31,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 22:08:31,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 22:08:31,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 22:08:31,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 22:08:31,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 22:08:31,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 22:08:31,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 22:23:38,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 22:23:38,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 22:23:38,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 22:23:38,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 22:23:38,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 22:23:38,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 22:23:38,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 22:23:38,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 22:23:38,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 22:23:38,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 22:27:03,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 22:27:03,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 22:27:03,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 22:27:03,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 22:27:03,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 22:27:03,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 22:27:03,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 22:27:03,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 22:27:03,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 22:27:03,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 22:33:00,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 22:33:00,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 22:33:00,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 22:33:00,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 22:33:00,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
2026-08-26 22:33:00,OPEN,3.4100000858306885,58575400.86666667,3.380000114440918,3.75,DAILY MACD BULLISH RECOVERY,3.6600000858306885,3.75,NO TRADE,7,"Triggered, Target Not Reached"
2026-08-26 22:33:00,LCID,4.949999809265137,17405221.833333332,4.929999828338623,5.53000020980835,DAILY MACD BULLISH RECOVERY,5.400000095367432,5.53000020980835,A+,8,waiting
2026-08-26 22:33:00,NOK,10.40999984741211,95416027.51666667,9.829999923706055,10.5600004196167,DAILY MACD BULLISH RECOVERY,9.430000305175781,10.170000076293945,NO TRADE,8,Target Reached
2026-08-26 22:33:00,AMC,2.609999895095825,42305968.416666664,2.319999933242798,2.6700000762939453,,,,NO TRADE,1,No Entry
2026-08-26 22:33:00,F,13.899999618530273,50671752.43333333,13.850000381469727,14.180000305175781,DAILY MACD BULLISH RECOVERY,14.5,14.550000190734863,NO TRADE,5,"Triggered, Target Not Reached"
2026-08-26 22:34:15,JBLU,4.989999771118164,30172039.216666665,4.769999980926514,5.21999979019165,DAILY MACD BULLISH RECOVERY,5.230000019073486,5.300000190734863,A,7,waiting
2026-08-26 22:34:15,DNUT,3.440000057220459,2957063.35,3.4000000953674316,3.4600000381469727,DAILY MACD BULLISH RECOVERY,3.1700000762939453,3.3499999046325684,NO TRADE,8,Target Reached
2026-08-26 22:34:15,SOFI,18.84000015258789,73919775.91666667,17.93000030517578,18.860000610351562,DAILY MACD BULLISH RECOVERY,18.079999923706055,18.43000030517578,NO TRADE,8,Target Reached
2026-08-26 22:34:15,PLUG,2.1700000762939453,57336836.56666667,2.119999885559082,2.2100000381469727,DAILY MACD BULLISH RECOVERY,2.200000047683716,2.2100000381469727,NO TRADE,5,Target Reached
2026-08-26 22:34:15,SIRI,28.510000228881836,4827205.2,28.190000534057617,28.770000457763672,DAILY MACD BULLISH RECOVERY,28.820499420166016,29.40999984741211,A+,8,waiting
